italy-prov
Provinces of Italy
I;IS
98078;Messina (ME)
98079;Messina (ME)
98121;Messina (ME)
98122;Messina (ME)
98123;Messina (ME)
98124;Messina (ME)
98125;Messina (ME)
98126;Messina (ME)
98127;Messina (ME)
98128;Messina (ME)
98129;Messina (ME)
98130;Messina (ME)
98131;Messina (ME)
98132;Messina (ME)
98133;Messina (ME)
98134;Messina (ME)
98135;Messina (ME)
98136;Messina (ME)
98137;Messina (ME)
98138;Messina (ME)
98139;Messina (ME)
98140;Messina (ME)
98141;Messina (ME)
98142;Messina (ME)
98143;Messina (ME)
98144;Messina (ME)
98145;Messina (ME)
98146;Messina (ME)
98147;Messina (ME)
98148;Messina (ME)
98149;Messina (ME)
98150;Messina (ME)
98151;Messina (ME)
98152;Messina (ME)
98153;Messina (ME)
98154;Messina (ME)
98155;Messina (ME)
98156;Messina (ME)
98157;Messina (ME)
98158;Messina (ME)
98159;Messina (ME)
98160;Messina (ME)
98161;Messina (ME)
98162;Messina (ME)
98163;Messina (ME)
98164;Messina (ME)
98165;Messina (ME)
98166;Messina (ME)
98167;Messina (ME)
98168;Messina (ME)
